none, 0.1052, 0.3041
,1.688e-10,0.02355,30.77,0.8093
,4.126e-11,0.05018,29.53,0.7569
,4.864e-10,0.05995,26.59,0.7059
,7.396e-11,0.08837,27,0.6609

complex unet, 0.1029, 0.3093
